,Name,Place_name,Description,Link
635,"Rishikesh, Uttarakhand - Yoga Capital of the World"," 9. Bharat Mandir, Rishikesh","Founded by Adiguru Shankaracharya in 12th century, the shrine houses Lord Vishnu carved out of a single piece of Saligram. The inner canopy of the temple contains Shree Yanthra.",https://www.holidify.com/places/rishikesh/bharat-mandir-sightseeing-3425.html
636,"Rishikesh, Uttarakhand - Yoga Capital of the World", 10. Jadh Ganga Trek,"Since past many years, the region and the trail has been able to maintain its raw beauty accompanied by virginity and tranquility of the place. The gushing streams, pristine glaciers and splendid landscape adds charm to the beauty of this already beautiful place.",https://www.holidify.com/places/rishikesh/jadh-ganga-trek-sightseeing-8187.html
637,"Rishikesh, Uttarakhand - Yoga Capital of the World", 11. Kuari Pass,"The alpine meadow of Kuari Pass has been attracting backpackers from around the globe for decades. Being in close proximity to Nanda Devi biosphere, Kuari Pass is at the center of the most remarkable regions of Garhwal known for its unique wild grandeur.",https://www.holidify.com/places/rishikesh/kuari-pass-sightseeing-8265.html
638,"Rishikesh, Uttarakhand - Yoga Capital of the World", 12. Sivananda Ashram,"Founded by Swami Shivananda in 1932, the ashram founded and supports many charitable institutions such as Yoga-Vedanta Forest Academy, Sivananda Eye Hospital and Sivananda Ayurvedic Pharmacy.",https://www.holidify.com/places/rishikesh/sivananda-ashram-sightseeing-3431.html
639,"Rishikesh, Uttarakhand - Yoga Capital of the World", 13. Piran Kaliyar Sharif,"The resting place of the Sufi saint Alauddin Ali Ahmed Sabir, Piran Kaliyar Sharif is a famous dargah located in Kaliyari village near Haridwar",https://www.holidify.com/places/rishikesh/piran-kaliyar-sharif-sightseeing-8138.html
640,"Rishikesh, Uttarakhand - Yoga Capital of the World", 14. Omkarananda Ashram,"It is home to Patanjala Yoga Kendra yoga centre which was established in 1993. Located in the Muni-ki-Reti area of Rishikesh, it holds a magnificent view next to the holy waters of Ganga. The kind of Yoga that is taught here is Iyengar Yoga which is guided by world-renowned Shri Guruji, B.K.S. Iyeng...",https://www.holidify.com/places/rishikesh/omkarananda-ashram-sightseeing-122875.html
641,"Rishikesh, Uttarakhand - Yoga Capital of the World", 15. Camping,"The opulence of the majestic Himalayas, the clear waters of the Ganges and the mesmerising beauty of the adjoining forests make Rishikesh the ideal spot for adventure sports like camping and rafting. The hill-town brings to you the world class camping experience with umpteen camping and rafting serv...",https://www.holidify.com/places/rishikesh/camping-sightseeing-122874.html
642,"Rishikesh, Uttarakhand - Yoga Capital of the World", 16. Kunjapuri Devi Temple,"Perched atop the Kunjapuri hill, Kunjapuri Devi temple is a revered Hindu place of worship dedicated to Goddess Parvathi. Besides being one of the fifty two Shaktipeeth in Uttarakhand, the shrine is popular for its mesmerising locale which offers a beautiful panoramic view of the Shivalik range and ...",https://www.holidify.com/places/rishikesh/kunjapuri-devi-temple-sightseeing-122876.html
643,"Rishikesh, Uttarakhand - Yoga Capital of the World", 17. Byasi,"Located at 30 kms from Rishikesh, Byasi is a tiny village on the banks of river Ganges in Uttarakhand. The quaint little village popular for water sports and adventure tourism owing to the demography of the region, dirty white sands to laze and camp and the favourable flow of the river which facilit...",https://www.holidify.com/places/rishikesh/byasi-sightseeing-122878.html
644,"Rishikesh, Uttarakhand - Yoga Capital of the World", 18. Tera Manzil Temple,"Trimbakeshwar Temple or Tera Manzil Temple is the thirteen storey temple situated on the banks of river Ganges in Rishikesh. Located right opposite the Lakshman Jhula, the temple enshrine several deities under one roof. Popular for its striking architecture, the temple also offers panoramic landscap...",https://www.holidify.com/places/rishikesh/tera-manzil-temple-sightseeing-122877.html
645,"Rishikesh, Uttarakhand - Yoga Capital of the World"," 19. Raghunath Temple, Rishikesh","Raghunath Temple is a revered Hindu temple situated near the Triveni Ghat in the heart of Rishikesh city in Uttarakhand. Dedicated to Lord Rama and his wife Mata Sita, the shrine holds significant religious importance. The temple premises also house a tiny pond (kund) which is known as Rishikund.",https://www.holidify.com/places/rishikesh/raghunath-temple-sightseeing-122879.html
646,"Rishikesh, Uttarakhand - Yoga Capital of the World"," 20. Ganga Aarti, Rishikesh","Ganga Aarti is the most auspicious and holiest ritual performed on the ghats of Rishikesh in the evening at the time of dusk. Considered to be a major source of tourism boost in the river town, the ceremony is a grand affair. The river bank is lit up with dainty floating diyas and the smoke of the h...",https://www.holidify.com/places/rishikesh/ganga-aarti-sightseeing-123916.html
647,"Rishikesh, Uttarakhand - Yoga Capital of the World", 21. Swami Dayananda Ashram,"Situated near Purani Jhadi in Rishikesh, Swami Dayanand Ashram was established in 1960s by Swami Dayanand Saraswati. The centre facilitates yoga and meditation practices and a tiny temple in the complex is meant to offer pooja. The massive yoga hall provides umpteen courses on yoga and meditation.",https://www.holidify.com/places/rishikesh/swami-dayananda-ashram-sightseeing-122880.html
648,"Rishikesh, Uttarakhand - Yoga Capital of the World", 22. The Beatles Ashram,"Initially known as Maharishi Mahesh Yogi Ashram, the Beatles Ashram was named so after the Beatles visited the ashram in 1968 to get trained on the advanced techniques of Transcendental Meditation. The ashram is now an eco-friendly tourist attraction located in the Rajaji National Park and offers a ...",https://www.holidify.com/places/rishikesh/the-beatles-ashram-sightseeing-123918.html
649,"Rishikesh, Uttarakhand - Yoga Capital of the World", 23. Parmarth Niketan Ashram,Parmarth Niketan Ashram is a spiritual haven and an abode dedicated to the welfare of all living beings. The Ashram is located on the foothills of the Himalayas along the banks of the holy Ganges and provides facilities to help pilgrims attain their spiritual goals by making their journey a memorabl...,https://www.holidify.com/places/rishikesh/parmarth-niketan-ashram-sightseeing-123917.html
650,"Rishikesh, Uttarakhand - Yoga Capital of the World"," 24. Shivpuri, Rishikesh","Shivpuri is a picturesque town located on the foothills of the Himalayas. It has a thrilling rafting stretch amidst beautiful natural surroundings and is, therefore, famous for River Rafting. The town is often referred to as the River Rafting destination in India. It also has a number of camps that ...",https://www.holidify.com/places/rishikesh/shivpuri-sightseeing-123919.html
651,"Rishikesh, Uttarakhand - Yoga Capital of the World", 25. Ram Jhula,"An iconic landmark, Ram Jhula, built in 1986, is a suspension bridge that runs across the sacred River Ganga connecting Shivananda Nagar to Swargashram. The bridge spans 750 feet and is a splendid work of engineering that connects the religious ashrams situated on both sides of the river and offers ...",https://www.holidify.com/places/rishikesh/ram-jhula-sightseeing-123920.html
652,"Rishikesh, Uttarakhand - Yoga Capital of the World", 26. Neer Garh Waterfall,Neer Garh Waterfall is a beautiful narrow stream of cool water cascading down a rocky terrain in the midst of a dense green forest. It requires trekking a distance of about a kilometre through the forest and down a cliff to reach the waterfall. The trail is exciting and a perfect activity to do befo...,https://www.holidify.com/places/rishikesh/neer-garh-waterfall-sightseeing-123922.html
653,"Rishikesh, Uttarakhand - Yoga Capital of the World", 27. Yoga Centres,"Rishikesh is a major hub of Yoga Centres in India. The serene location so close to nature, the unpolluted air, its highly religious & spiritual significance and a good number of Yoga institutes ensure a soulful and a healthy vacation away from the chaotic, fast-paced, stressful lives. It is a pe...",https://www.holidify.com/places/rishikesh/yoga-centres-sightseeing-123921.html
654,"Rishikesh, Uttarakhand - Yoga Capital of the World", 28. Swarg Ashram,"Swarg Ashram is a spiritual abode built in the memory of Swami Vishudhanand who was fondly known as Kali Kamli Wala as he was always seen wearing a black coloured blanket. Located in the lap of nature, along the banks of the majestic and holy Ganges, the ashram is a famous yoga and meditation centre...",https://www.holidify.com/places/rishikesh/swarg-ashram-sightseeing-123923.html
655,"Rishikesh, Uttarakhand - Yoga Capital of the World", 29. Jumpin Heights,"Jumpin Heights is a famous extreme adventure zone in Rishikesh perfect attraction for adventure freaks seeking to get their adrenalin pumping. Bungee Jumping, Flying Fox and Giant Swing are some of the adventure activities that one can go for in the midst of clean, fresh air and serene lush greenery...",https://www.holidify.com/places/rishikesh/jumpin-heights-sightseeing-123925.html
656,"Rishikesh, Uttarakhand - Yoga Capital of the World", 30. Rishi Kund,"Rishi Kund is a natural hot spring pond which is considered as a sacred water body in the town. The pond is believed to be filled with water only after a sage was blessed by River Yamuna. Locals also believe that Lord Rama had bathed in the kund during his exile and that the rivers, Ganges and Yamun...",https://www.holidify.com/places/rishikesh/rishi-kund-sightseeing-123924.html
657,"Rishikesh, Uttarakhand - Yoga Capital of the World", 31. Spa & Wellness,Spa & Wellness centres in Rishikesh offer a variety of therapies including rejuvenation and relaxation treatments. The centres offer extensive treatments and massages with the help of traditional Ayurveda and Yoga along with other spiritual stress-relieving activities. Enrolling for one of the t...,https://www.holidify.com/places/rishikesh/spa--wellness-sightseeing-123927.html
658,"Rishikesh, Uttarakhand - Yoga Capital of the World", 32. Cooking Classes,Enrolling in Cooking Classes in Rishikesh is the best way to learn and master the art of Indian cuisine. These classes are extensive and provide knowledge about the variety of Indian spices and its use. Most of these classes specialise in authentic vegetarian dishes made with fresh produce sourced f...,https://www.holidify.com/places/rishikesh/cooking-classes-sightseeing-123926.html
659,"Rishikesh, Uttarakhand - Yoga Capital of the World", 33. Vashista Gufa,"Vashishta Gufa is an ancient cave where the human son of Lord Brahma, Sage Vashishta meditated. A legend states that the sage was extremely depressed after losing all his children and decided to commit suicide, but River Ganga didn't allow him to die. He, therefore, decided to stay and meditate in t...",https://www.holidify.com/places/rishikesh/vashista-gufa-sightseeing-123929.html
660,"Rishikesh, Uttarakhand - Yoga Capital of the World", 34. Muni ki Reti,"Muni ki Reti is a religiously important pilgrim centre near Rishikesh considered as the gateway for the pilgrimage of Char Dham. It, therefore, has a number of ashrams providing basic facilities for the pilgrims to help them on their spiritual journey. Muni ki Reti literally means the 'sand of the s...",https://www.holidify.com/places/rishikesh/muni-ki-reti-sightseeing-123928.html
661,"Rishikesh, Uttarakhand - Yoga Capital of the World", 35. Andhra Ashram,Andhra Ashram is a unique ashram managed and run by a bunch of South Indians in Rishikesh. It was established in 1930 and founded by Shree Sachchidananda Saraswathi. The sanctuary houses Sree Chandramouleshwara and Sree Venkateswaravari Temples and a number of south Indian festivals are celebrated a...,https://www.holidify.com/places/rishikesh/andhra-ashram-sightseeing-123931.html
662,"Rishikesh, Uttarakhand - Yoga Capital of the World", 36. Anand Prakash Ashram,"Anand Prakash Ashram is a perfect sanctuary for spiritual seekers that functions on holistic, non-sectarian teachings, also known as Akhanda Yoga. The ashram was co-founded in 2007 by Yogrishi Vishvketu and provides necessary facilities, healthy environment and appropriate guidance to nourish the bo...",https://www.holidify.com/places/rishikesh/anand-prakash-ashram-sightseeing-123930.html
663,"Rishikesh, Uttarakhand - Yoga Capital of the World", 37. Madhuban Ashram,"Madhuban Ashram offers budget stay options along with a Yoga centre, a Health Centre and a Restaurant in Muni Ki Reti. The Ashram ensures the pilgrims are comfortable and have a peaceful time while they commence their spiritual journeys in the picturesque location, which is also considered to be the...",https://www.holidify.com/places/rishikesh/madhuban-ashram-sightseeing-123933.html
664,"Rishikesh, Uttarakhand - Yoga Capital of the World", 38. Himalayan Yog Ashram,"Himalayan Yog Ashram is a centre for Himalayan Yoga Training and holistic healing through Ayurveda in the midst of serene, unpolluted surroundings. Several spiritual seekers have commenced their spiritual journey through their programs and practice the routine under the expert guidance of Yogi Ram w...",https://www.holidify.com/places/rishikesh/himalayan-yog-ashram-sightseeing-123932.html
665,"Rishikesh, Uttarakhand - Yoga Capital of the World", 39. Nirmal Ashram,"Nirmal Ashram was founded in 1903 by Mahant Buddha Singh Ji Maharaj. It is a charitable institution and a spiritual destination perfect for those seeking a spiritual break. The ashram runs two schools, an Eye Institute and a Hospital. They also conduct regular spiritual tours and programs for the pi...",https://www.holidify.com/places/rishikesh/nirmal-ashram-sightseeing-123934.html
666,"Rishikesh, Uttarakhand - Yoga Capital of the World", 40. Osho Ganga Ashram,"The only place to learn Osho Active Meditation in Rishikesh, Osho Ganga Ashram is a spiritual sanctuary for those seeking to nourish and tune their body, mind and soul. The ashram has workshops and extensive programs that teach stress relieving and relaxation techniques through meditation, massages,...",https://www.holidify.com/places/rishikesh/osho-ganga-ashram-sightseeing-123936.html
667,"Rishikesh, Uttarakhand - Yoga Capital of the World", 41. Phool Chatti Ashram,"Phool Chatti Ashram is a century-old ashram located on the banks of the holy Ganges and surrounded by the magnificent Himalayan mountain ranges. It is located on the pilgrimage route and offers pilgrims a safe and spiritual environment to stop by. It was founded by Shree Devi Dayal Ji Maharaj, and t...",https://www.holidify.com/places/rishikesh/phool-chatti-ashram-sightseeing-123935.html
668,"Rishikesh, Uttarakhand - Yoga Capital of the World", 42. Sadhaka Grama Ashram,"Sadhaka Grama Ashram is a non-profit ashram founded in 2002 by Swami Veda Bharati and it functions on the teachings of a master from the Himalayas, Swami Rama. It is the headquarters of the International Association of Himalayan Yoga and Meditation Societies. The quaint little ashram specialises in ...",https://www.holidify.com/places/rishikesh/sadhaka-grama-ashram-sightseeing-123937.html
669,"Panchgani, Maharashtra - The Table Land", 1. Kaas Plateau,"One of the UNESCO World Heritage sites of India, known for its natural beauty and flora, Kaas Plateau is a magical place with landscapes with lakes, flowers and butterflies all around.",https://www.holidify.com/places/panchgani/kaas-plateau-sightseeing-8123.html
670,"Panchgani, Maharashtra - The Table Land", 2. Table Land,"This is flatland adorned with a carpet of grass spread over the vast area of around 100 acres. Early winters are a good season to visit Table Land since the monsoon grass is still there and the land is not slippery, the way it is in rainy season.",https://www.holidify.com/places/panchgani/table-land-sightseeing-3170.html
671,"Panchgani, Maharashtra - The Table Land", 3. Mahabaleshwar,"Less than half an hour away from Panchgani is the city of Mahabaleshwar, an extension of its sceneries countless view points and strawberries and raspberries.",https://www.holidify.com/places/mahabaleshwar/
672,"Panchgani, Maharashtra - The Table Land", 4. Kate's Point,"Around 15 km outside Panchgani, on the way to Mahabaleshwar, you see a huge rock overlooking the Krishna valley - that is Kate's point. The point gives a great view of the valley and waters of Dhom Dam and Balakwadi.",https://www.holidify.com/places/panchgani/kates-point-sightseeing-3163.html
673,"Panchgani, Maharashtra - The Table Land", 5. Paragliding in Panchgani,"Panchgani makes a great destination for paragliding because of its scenic view. Various reliable paragliding clubs are there in the city. You could go on a joyride or take courses across levels, starting from elementary to advanced level.",https://www.holidify.com/places/panchgani/paragliding-sightseeing-3166.html
674,"Panchgani, Maharashtra - The Table Land", 6. Mapro Garden,"Mapro Gardens placed in the hill station of Panchgani is a beautiful and refreshing location in the state of Maharashtra. It is situated close to Mahabaleshwar, another mesmerising spot, known for its strawberry produce. Mahabaleshwar is a popular tourist destination where one may taste strawberries...",https://www.holidify.com/places/panchgani/mapro-garden-sightseeing-3165.html
675,"Panchgani, Maharashtra - The Table Land", 7. Sydney Point,"Sydney point is a small spot at the top of high land, right at the start of Panchgani when you enter from Wai-side. If you are the creative kinds and are looking for inspiration, this could be your chance to think over in the perfect surroundings.",https://www.holidify.com/places/panchgani/sydney-point-sightseeing-3169.html
676,"Panchgani, Maharashtra - The Table Land", 8. Devrai Art Village,Devrai Art Village is an art village located very close to Panchgani. It is a non profit initiative to connect with nature and celebrate creativity. A core group of highly skilled Adivasi craftsmen and artists from the naxalite affected areas of Gadchiroli & Chhattisgarh find a livelihood and a ...,https://www.holidify.com/places/panchgani/devrai-art-village-sightseeing-3162.html
677,"Panchgani, Maharashtra - The Table Land", 9. City Shopping,"While in Panchgani, essentials include fruit products like jams and jellies as well as the freshest pick of strawberries. One can also shop for leather items, wooden items, chappals etc at the Shivaji Circle.",https://www.holidify.com/places/panchgani/city-shopping-sightseeing-3161.html
678,"Panchgani, Maharashtra - The Table Land", 10. Rajpuri Caves,Rajpuri Caves are believed to have given shelter to Pandavas during their exile. The caves are surrounded by many holy kunds (ponds) which are supposed to get waters of the holy Ganga and hence supposed to cure all kinds of diseases.,https://www.holidify.com/places/panchgani/rajpuri-caves-sightseeing-3168.html
679,"Panchgani, Maharashtra - The Table Land", 11. Parsi Point,"In earlier days, Parsi point used to be the favorite picnic spot of the Parsi community and hence, the name. As you reach the top, you get a mesmerizing panoramic view of the Krishna valley.",https://www.holidify.com/places/panchgani/parsi-point-sightseeing-3167.html
680,"Panchgani, Maharashtra - The Table Land", 12. Wai,"Wai, located on the banks of Krishna river, is a small city near Panchgani. Known for its seven ghats, Wai also has quite a few temples around. Pandhavgarh fort is another nearby attraction which is know for its trek.",https://www.holidify.com/places/panchgani/wai-sightseeing-3171.html
681,"Panchgani, Maharashtra - The Table Land", 13. Bhilar Falls,"Bhilar Waterfalls is a seasonal waterfalls in Panchgani, Maharashtra that is only water fed from monsoons to winters. Located 248 kms from Mumbai, the waterfalls are a treat to the eyes and an ultimate place of peace, calm and tranquility.",https://www.holidify.com/places/panchgani/bhilar-falls-sightseeing-125103.html
682,"Matheran, Maharashtra - Cutest little hill-station of India", 1. Louisa point,"To enjoy the spectacular view of the city and the remains of Prabal and Vishalgad fort, this place is a must visit. Lion's head is another attraction nearby.",https://www.holidify.com/places/matheran/louisa-point-sightseeing-2795.html
683,"Matheran, Maharashtra - Cutest little hill-station of India", 2. Panorama Point,"Panorama Point, also reckoned as the Sun Rise Pointm is a much admired vantage point near Matheran. Located at the significant distance from the Matheran Market, Panorama Point is commended as the greatest capacious space on any mount peak near Matheran. It is profoundly cherished as the perfect poi...",https://www.holidify.com/places/matheran/panorama-point-sightseeing-2799.html
684,"Matheran, Maharashtra - Cutest little hill-station of India", 3. Charlotte lake,"Also known as the Sharlott lake, this one simply provides a picturesque view with lush green surroundings. Echo point & Louisa point are other attractions around this place.",https://www.holidify.com/places/matheran/charlotte-lake-sightseeing-2789.html
685,"Matheran, Maharashtra - Cutest little hill-station of India"," 4. Monkey point, Matheran",Different species of monkeys and langurs ca be spotted here.,https://www.holidify.com/places/matheran/monkey-point-sightseeing-2796.html
686,"Matheran, Maharashtra - Cutest little hill-station of India"," 5. Echo point, Matheran","Matheran a Hill Station and a municipal council in the Raigad district in the Indian state of Maharashtra, is a hill station in Karjat Tahsil and is also the smallest hill station in India. Matheran, which means ""forest on the forehead"" (of the mountains) is an eco-sensitive region, as declared by t...",https://www.holidify.com/places/matheran/echo-point-sightseeing-2791.html
687,"Matheran, Maharashtra - Cutest little hill-station of India", 6. Porcupine point,"Close to the market, like other points, this one too provides a great view. Close to the point is Prabalgad fort which can be seen from here.",https://www.holidify.com/places/matheran/porcupine-point-sightseeing-2800.html
688,"Matheran, Maharashtra - Cutest little hill-station of India", 7. City Shopping,"While here, one can shop for leather items, Kolhapuri footwear, Chikki, honey and simple handicraft items here. One can head to the Mall road for their shopping spree.",https://www.holidify.com/places/matheran/city-shopping-sightseeing-2790.html
689,"Matheran, Maharashtra - Cutest little hill-station of India", 8. Shivaji's ladder,"Downhill from One tree hill, the steps are in the shape of a ladder that mange to challenge even the most ardent of trekkers.",https://www.holidify.com/places/matheran/shivajis-ladder-sightseeing-2803.html
690,"Matheran, Maharashtra - Cutest little hill-station of India", 9. Alexander point,"Matheran is a small hill station in Maharashtra, a very peaceful place in the lap of the Sahyadris, located away from the noise and hustles of the other parts of Maharashtra. Unlike most of the other lookout points, Alexander Point is at a close proximity from where tourist resorts are, and thus the...",https://www.holidify.com/places/matheran/alexander-point-sightseeing-2788.html
691,"Matheran, Maharashtra - Cutest little hill-station of India", 10. Honeymoon hill,"A honeymoon destination to a Britishers and the Parsis, back in history, its only natural for this one to be called Honeymoon Hill.",https://www.holidify.com/places/matheran/honeymoon-hill-sightseeing-2793.html
692,"Matheran, Maharashtra - Cutest little hill-station of India", 11. Hart point,A very soothing & relaxing atmosphere about the place makes it an ideal choice. The place is heart shaped.,https://www.holidify.com/places/matheran/hart-point-sightseeing-2792.html
693,"Matheran, Maharashtra - Cutest little hill-station of India", 12. One tree hill point,"One Tree Hill, as the name suggests, has just one tree on the hill top, when all other surroundings nearby have dense forest cover. One of the most recommended points in Matheran, the view from the Point is hence very unique. On a clear day, the view is said to be almost breathtaking, with the entir...",https://www.holidify.com/places/matheran/one-tree-hill-point-sightseeing-2798.html
694,"Matheran, Maharashtra - Cutest little hill-station of India", 13. Little Chowk Point,"One of the most loved spots of the town, watches over some beautiful views and sceneries.",https://www.holidify.com/places/matheran/little-chowk-point-sightseeing-2794.html
695,"Matheran, Maharashtra - Cutest little hill-station of India", 14. Olympia,This one is known for the horse race course it houses.,https://www.holidify.com/places/matheran/olympia-sightseeing-2797.html
696,"Matheran, Maharashtra - Cutest little hill-station of India", 15. Rambagh point,"One of the most famous picnic spots of the region, the place provides a spectacular view of Karjat and Khandal, the nearby towns",https://www.holidify.com/places/matheran/rambagh-point-sightseeing-2802.html
697,"Matheran, Maharashtra - Cutest little hill-station of India", 16. Neral Matheran Toy Train,Neral Matheran Toy Train is a heritage railway that connects Neral to Matheran via a 21 kilometre railway line. It is a two feet narrow gauge railway built by Adamjee Peerbhoy in early 1900 and is now run by the Central Railways. It serves as an interesting mode of transport to explore the Western G...,https://www.holidify.com/places/matheran/neral-matheran-toy-train-sightseeing-122727.html
698,"Matheran, Maharashtra - Cutest little hill-station of India", 17. Prabal fort,"While only the remains and ruins of the structure can be seen, this one find itself wrapped in a fain historic charm. The for had itself captured by Shivaji Maharaj from the Mughals.",https://www.holidify.com/places/panvel/prabalgad-fort-sightseeing-5581.html
699,"Matheran, Maharashtra - Cutest little hill-station of India", 18. Belvedere Point,"A paradise for nature lovers, adventure seekers and photographers, Belvedere Point is a famous view point to get a fabulous view of the beautiful valley of Matheran. The site receives high velocity wind which even reverses the flow of the waterfall flowing downhill.",https://www.holidify.com/places/matheran/belvedere-point-sightseeing-122728.html
700,"Matheran, Maharashtra - Cutest little hill-station of India", 19. King George Point,"King George Point is a view point in Matheran to see the rolling hills covered in lush green natural vegetation, the valleys, the enchanting waterfalls and the mesmerising Charlotte Lake. It is a perfect attraction to escape the polluted city air and replenish the body, mind and soul.",https://www.holidify.com/places/matheran/king-george-point-sightseeing-122729.html
701,"Matheran, Maharashtra - Cutest little hill-station of India", 20. Lord Point,"One of the many view points in Matheran, Lord Point offers a different angle to view the beautiful natural surroundings. The beautiful valleys, the charming waterfalls, the sounds of the birds chirping their hearts away in the unpolluted air is sure to mesmerise everyone and serve as a perfect attra...",https://www.holidify.com/places/matheran/lord-point-sightseeing-122730.html
702,"Matheran, Maharashtra - Cutest little hill-station of India", 21. Khandala Point,"Khandala Point is one of the most preferred points in Matheran to get a good view of the scenic beauty of the location. Due to its proximity to the main road and the market, it often gets many visitors. This is a perfect point to view the beautiful valley when on a time crunch.",https://www.holidify.com/places/matheran/khandala-point-sightseeing-122731.html
703,"Matheran, Maharashtra - Cutest little hill-station of India", 22. Ambarnath Temple,Ambarnath Temple is dedicated to Lord Shiva and was built in 1060. The temple complex has a stark resemblance to the Dilwara Temples located in Mount Abu. The stunning architecture of the temple complex is a treat to the eyes. The annual festival of Mahashivratri is celebrated with great enthusiasm ...,https://www.holidify.com/places/matheran/ambarnath-temple-sightseeing-122733.html
704,"Matheran, Maharashtra - Cutest little hill-station of India", 23. Mount Barry,"Mount Barry has the highest altitude in Matheran and offers a spectacular birdês eye view of the Western Ghats, the waterfalls and the toy train traversing through the rugged natural landscape. It is one of the few points that are not mostly crowded and provide for a tranquil escape for the tired so...",https://www.holidify.com/places/matheran/mount-barry-sightseeing-122732.html
705,"Matheran, Maharashtra - Cutest little hill-station of India", 24. Malang Point,Malang Point is another well known point in Matheran that offers a beautiful view of the scenic mountain ranges and several enchanting waterfalls amidst dense forests. The point is also connected by several trekking trails and is frequented often by trekkers navigating through the forests.,https://www.holidify.com/places/matheran/malang-point-sightseeing-122734.html
706,"Matheran, Maharashtra - Cutest little hill-station of India", 25. Paymaster Park,"Paymaster Park is a recreational park and a famous picnic spot in the mesmerising town of Matheran. The beautifully landscaped gardens, the colourful and fragrant flower beds and the gazebo in the middle of the mesmerizing park are a treat to the nature lovers. The park also has effigies of Lieutena...",https://www.holidify.com/places/matheran/paymaster-park-sightseeing-122736.html
707,"Matheran, Maharashtra - Cutest little hill-station of India", 26. Irshalgad Fort,"Built at an elevation of 3500 feet, Irshalgad Fort is the sister fort of Prabalgad Fort. It was constructed during the Bahmani Sultanate. The attraction is surrounded by dense forestation and has several thrilling trekking trails. The Irshalgad pinnacle also serves as a perfect spot for mountaineeri...",https://www.holidify.com/places/matheran/irshalgad-fort-sightseeing-122735.html
708,"Matheran, Maharashtra - Cutest little hill-station of India", 27. Pisharnath Mahadev Mandir,"Pisharnath Mahadev Mandir is dedicated to Lord Shiva and is the oldest temple in Matheran. The deity is also known as Pisarnath. The Shivalinga is self manifested and has a unique tilted L-shape. At an altitude of 2500 feet, the temple is located on the banks of the scenic Charlotte lake and is not ...",https://www.holidify.com/places/matheran/pisharnath-mahadev-mandir-sightseeing-122737.html
709,"Matheran, Maharashtra - Cutest little hill-station of India", 28. Vikatgad Peb Fort,"Named after Goddess Pebi Devi, Vikatgad Peb Fort is an ancient fort on the Matheran Hill range. The fort is surrounded by the scenic natural landscape of the Western Ghats and is a preferred trekking destination and a weekend picnic spot.",https://www.holidify.com/places/matheran/vikatgad-peb-fort-sightseeing-122738.html
710,"Matheran, Maharashtra - Cutest little hill-station of India", 29. Dhodani Waterfalls,"Dhodani Waterfalls is one of the most picturesque waterfalls situated in Matheran. A popular picnic spot among both the locals and the tourists, the waterfalls also has the option for several water sports, the most popular of which is waterfall rappelling. If you are an adventure enthusiast, this is...",https://www.holidify.com/places/matheran/dhodani-waterfalls-sightseeing-1254274.html
711,"Matheran, Maharashtra - Cutest little hill-station of India", 30. Rock Climbing,"Replete with innumerous vantage points and mighty mountain peaks, Rock Climbing is one of the top activities and things to do in Matheran. You can avail the opportunity near Louisa Point, Alexander Point, Prabal Fort and Shivaji Ladder etc. One of the most thrilling adventure sport, this one is sure...",https://www.holidify.com/places/matheran/rock-climbing-sightseeing-1254275.html
712,"Saputara, Gujarat - The abode of serpents", 1. Artist Village,"Just a few kilometers away from Satpura lake near Nasik road lies a beautiful village which exhibits spectacular artifacts of Bamboo, clothes and many other things.",https://www.holidify.com/places/saputara/artist-village-sightseeing-5811.html
713,"Saputara, Gujarat - The abode of serpents", 2. Hatgadh Fort,This remote fort built by the Maratha ruler Shivaji is a perfect spot for relaxation and to grasp in the picturesque panorama as the breeze caress your happy faces.,https://www.holidify.com/places/saputara/hatgadh-fort-sightseeing-5813.html
714,"Saputara, Gujarat - The abode of serpents", 3. Vansda National park,"Habitat of Tiger, Leopard, Python, Rusty cat, Giant squirrel, Four horned deer and many others. This Forest which belonged to Vansda is rich in greenery and covers twenty four kilometers square of area and has Vansda- Waghai state highway and Railway link connecting Ahwa and Bilmora running through ...",https://www.holidify.com/places/saputara/vansda-national-park-sightseeing-5819.html
715,"Saputara, Gujarat - The abode of serpents", 4. Sunrise and sunset point,Just next to Malegaon there is a spot which is known as a spot to cherish the beauty of Sunrise and is known as the Sunrise point or Valley view point.,https://www.holidify.com/places/saputara/sunrise-and-sunset-point-sightseeing-5818.html
716,"Saputara, Gujarat - The abode of serpents", 5. Saputara lake,A beautiful and serene known for boating and the lush green and colourful garden on both sides of it. It is best visited in the morning for walks to enjoy some peaceful time.,https://www.holidify.com/places/saputara/satpura-lake-sightseeing-5817.html
717,"Saputara, Gujarat - The abode of serpents", 6. Gira falls,"As you sip in the tea or coffee from the stalls nearby, enjoying the picturesque panorama and the 150 feet tall waterfall roars down the edge, you will praise the wonder of the nature.",https://www.holidify.com/places/saputara/gira-falls-sightseeing-5812.html
718,"Saputara, Gujarat - The abode of serpents", 7. Saputara Museum,"Saputara museum exhibits the lifestyle, culture and history of people of Dang, majority of which are Adivasis.",https://www.holidify.com/places/saputara/saputara-museum-sightseeing-5816.html
719,"Saputara, Gujarat - The abode of serpents", 8. Purna sanctuary,"Recorded as the forest with highest average rainfall, Purna sanctuary is a part of lush green forest in northern parts of Dang. It is said that during Mughal period wild bears, sloths bear, rhinoceros etc. used to roam around here.",https://www.holidify.com/places/saputara/purna-sanctuary-sightseeing-5815.html
