,name,rating,image_link,packages,link,description,placeCodes,start,end,type
120,"  Talasari Beach, Odisha ",4.1,https://www.holidify.com/images/bgImages/TALASARI-BEACH.jpg,5000.0,https://www.holidify.com/places/talasari-beach/," Located in Baleswar district of Odisha and at a distance of 10 Km from Digha, the Talasari beach is pristine, serene and has been bestowed with a spectacular panorama. ",TALASARI-BEACH,1,12,beach
121,"  Puri, Orissa ",4.0,https://www.holidify.com/images/bgImages/PURI.jpg,6520.0,https://www.holidify.com/places/puri/," One of the four must-visit pilgrimage sites for Hindus (Char-Dham), Puri is a beach city with its most famous attraction as the Jagannath temple. ",PURI,7,3,beach
122,"  Digha, West Bengal ",3.9,https://www.holidify.com/images/bgImages/DIGHA.jpg,6520.0,https://www.holidify.com/places/digha/," Beach town situated on the shores of Bay of Bengal, Digha is a popular tourist destination known for its untouched beaches and scenic views, especially among people in West Bengal. ",DIGHA,7,3,beach
123,"  Rishikonda Beach, Visakhapatnam ",4.1,https://www.holidify.com/images/attr_square/3915.jpg,6520.0,https://www.holidify.com/places/visakhapatnam/rishikonda-beach-sightseeing-3915.html," The Rishikonda Beach is a stunning beach with pristine waters that is located on the coast of the Bay of Bengal in Vishakhapatnam, in the Indian state of Andhra Pradesh. APTDC, which is in charge of this natural beauty, has done a great job in looking after the beach and ensured that this natural attraction remains unharmed. The Rishikonda Beach is thus rightly named as the 'Jewel of the East Coast', owing to its essential and intact beauty. The serene golden sands of the beach are located in the bosom of the Rishikonda hill. The calm blue water of this beach is a sight to the sore eyes, and one can indulge in some quiet, peaceful time with friends and family while at the beach. ",VISAKHAPATNAM,1,12,beach
124,  Arambol Beach ,4.4,https://www.holidify.com/images/compressed/3201.jpg,6520.0,https://www.holidify.com/places/goa/arambol-beach-sightseeing-1838.html," Beautiful and serene, Arambol Beach is counted among the best beaches of North Goa unexploited by the tourist and thus offering solitude to those who are seeking. ",GOA,1,12,beach
125,"  Ganapatipule, Maharashtra ",3.9,https://www.holidify.com/images/bgImages/GANAPATIPULE.jpg,6520.0,https://www.holidify.com/places/ganapatipule/," Beach town on the Konkan coastline, Ganpatipule has temples of Lord Ganesha as major attractions apart from the beautiful virgin beaches. ",GANAPATIPULE,11,2,beach
126,"  Paradise Beach, Pondicherry ",4.4,https://www.holidify.com/images/compressed/188.jpg,6520.0,https://www.holidify.com/places/pondicherry/paradise-beach-sightseeing-3267.html," Also known as the Plage Paradiso, Paradise Beach is situated in Chunnambar, close to Pondicherry town. Adorned with the golden sand, this famous and highly sought after beach is always swaying with cold sea breeze. ",PONDICHERRY,1,12,beach
127,"  Muzhappilangad Beach, Drive",3.6,https://www.holidify.com/images/attr_square/5994.jpg,6520.0,https://www.holidify.com/places/thalaserry-tellicherry/muzhappilangad-beach-sightseeing-5994.html," Looking forward to relaxing, swimming and sunbathing then you are just at the right place. Muzhappilangad Beach, located 8 km from Thalassery is often tagged as a paradise for swimmers. ",THALASERRY-TELLICHERRY,1,12,beach
128,"  Maravanthe Beach, Maravanthe ",3.7,https://www.holidify.com/images/attr_square/5276.jpg,6520.0,https://www.holidify.com/places/maravanthe/maravanthe-beach-sightseeing-5276.html," Located only 12 km from the main city of Kundapur, the Maravanthe Beach is one of the most beautiful beaches in the city of Karnataka. ",MARAVANTHE,1,12,beach
129,"  Gopalpur Beach, Odisha ",3.8,https://www.holidify.com/images/bgImages/GOPALPUR.jpg,562.0,https://www.holidify.com/places/gopalpur/," In the southern coastline of Odisha just 15 km from the city of Behrampur is located a quaint, tiny town of Gopalpur which was a sea port, bustling with trade and commerce, in the Colonial Era. ",GOPALPUR,11,2,beach
130,"  Dhanushkodi Beach, Dhanushkodi ",3.5,https://www.holidify.com/images/attr_square/4514.jpg,6520.0,https://www.holidify.com/places/dhanushkodi/the-dhanushkodi-beach-sightseeing-4514.html," The Dhanushkodi Beach is one of the few major attractions this quaint town has to offer. The white sand beach is mostly deserted. So you can enjoy a silent walk on the beach, without worrying about disturbances from a large crowd of beach goers. ",DHANUSHKODI,1,12,beach
131,"  Agonda Beach, Goa ",4.4,https://www.holidify.com/images/attr_square/1836.jpg,6520.0,https://www.holidify.com/places/goa/agonda-beach-sightseeing-1836.html," If you're looking for a place away from the hustle bustle of the crowd with more space and solitude, Agonda beach is the right place for you. With the clear blue water and coconut trees, this beach is a delight for nature lovers. ",GOA,1,12,beach
132,  Anjuna Beach ,4.4,https://www.holidify.com/images/compressed/4360.jpg,6520.0,https://www.holidify.com/places/goa/anjuna-beach-sightseeing-1837.html," Known for its unparalleled natural beauty, glowing soft white sand and swaying palms, Anjuna Beach is a hot spot for tourists both domestic and foreign. The full moon beach parties are what attracts crowd the most. ",GOA,1,12,beach
133,"  Poovar Island, Kerala ",3.7,https://www.holidify.com/images/bgImages/POOVAR.jpg,6599.0,https://www.holidify.com/places/poovar/," Poovar is a lovely island with long stretches of glowing sand, serene surroundings and refreshing gentle breeze. ",POOVAR,8,3,beach
134,"  Morjim Beach, Goa ",4.3,https://www.holidify.com/images/attr_square/1858.jpg,6520.0,https://www.holidify.com/places/goa/morjim-beach-sightseeing-1858.html," Morjim is sometimes referred to as ""Little Russia"" owing to the large population of Russian immigrants staying here. Morjim beach is home to exotic species of birds and some rare endangered animals such as sea turtles. ",GOA,1,12,beach
135,  Tarkarli Beach ,4.3,https://www.holidify.com/images/compressed/1364.jpg,6520.0,https://www.holidify.com/places/tarkarli/tarkarli-beach-sightseeing-3715.html," Known for its many beaches, Tarkarli is an instance of paradise for beach lovers. With countless beaches such as Tarkarli, Kolam, Achra, one could spent their whole day walking and lazing around and enjoying the various adventurous sports available. What makes the beaches truly magical are the occasional sighting of dolphins. Achra beach also has a 260 year old Rameshwar temple. ",TARKARLI,1,12,beach
136,"  Baga Beach, Goa ",4.5,https://www.holidify.com/images/attr_square/6226.jpg,6520.0,https://www.holidify.com/places/goa/baga-beach-sightseeing-6226.html," The most popular beach of Goa, Baga is located close to Calangute beach, around 30 Km North of Panaji. Along with Calangute, Baga Beach is also popular for its nightlife with some very famous clubs right there such as Brittos, Titos and Mambo. There is also a range of water sports that you can try your hands at. ",GOA,1,12,beach
137,"  Minicoy Island, Lakshadweep Islands ",4.4,https://www.holidify.com/images/cmsuploads/square/attr_2602.jpg,6520.0,https://www.holidify.com/places/lakshadweep-islands/minicoy-island-sightseeing-2602.html," One of the 36 small islets of Lakshadweep group of Islands, Minicoy, also known as Maliku in the local language is one of the best-kept secrets of India. It is located amidst the vast expanse of Arabian Sea, just 398 km or 215 nautical miles from the shores of Cochin. ",LAKSHADWEEP-ISLANDS,1,12,beach
138,"  Ross Island, Andaman Nicobar",4.4,https://www.holidify.com/images/attr_square/1192.jpg,6520.0,https://www.holidify.com/places/andaman/ross-island-sightseeing-1192.html," Located just 2 kilometres east of Port Blair is the Ross Island; an island which was once the administrative headquarters of the British, but today is only a barren island that is recognised solely for its beauty and scenic views. ",ANDAMAN-NICOBAR-ISLANDS,1,12,beach
139,"  Marina Beach, Chennai ",4.3,https://www.holidify.com/images/attr_square/1547.jpg,6520.0,https://www.holidify.com/places/chennai/marina-beach-sightseeing-1547.html," The shaanor amour-propre of Chennai, the famous Marina Beach, has been acclaimed as the second-longest beach in the world with a white sandy foreshore that looks as though exending to infinity. You could take a walk along the Marina beach with your near and dear ones or even all alone and enjoy the cool evening sea breeze along with a hot plate of crispy sundal and murukku. Watching the sun crawl upwarss into the sky or even disappear into the ocean from the beach, is an awe-striking and enchanting experience. ",CHENNAI,1,12,beach
140,"  Harihareshwar Beach, Maharashtra ",4.3,https://www.holidify.com/images/attr_square/2021.jpg,6520.0,https://www.holidify.com/places/harihareshwar/harihareshwar-beach-sightseeing-2021.html," Undoubtedly the highlight to the town and its tourism scene, is the Harihareshwar Beach. This beach is a sheer joy to be at - elegant, clean, soothing and soft. The fact that it is relatively unpolluted is quite a delight to all its tourists. ",HARIHARESHWAR,1,12,beach
141,"  Murud Beach, Maharashtra ",4.3,https://www.holidify.com/images/attr_square/2919.jpg,6520.0,https://www.holidify.com/places/murud-janjira/murud-beach-sightseeing-2919.html," A relaxing stretch of glittering white sand, the beach is not as cluttered by tourist rush as are most popular beaches. The combination of the warm water and cool breeze makes complete sense and feels incredible as well. Seeing the sun set behind the forts in the vicinity is a delightful sight. ",MURUD-JANJIRA,1,12,beach
142,"  Panambur Beach, Mangalore ",4.3,https://www.holidify.com/images/cmsuploads/square/attr_2777.jpg,6520.0,https://www.holidify.com/places/mangalore/panambur-beach-sightseeing-2777.html," Close to the New Mangalore port is the Panambur beach, one of the most loved, pristine, clean beach in the city. The blue skies, sea and sands, get a dash of color during April, as the beach hosts a kite festival. ",MANGALORE,1,12,beach
143,"  Auroville Beach, Auroville ",4.3,https://www.holidify.com/images/attr_square/4102.jpg,6520.0,https://www.holidify.com/places/auroville/auroville-beach-sightseeing-4102.html," Auroville Beach, also known as the Auro Beach is located in Pondicherry. It is a part of the Auroville Ashram and is situated about 10 kilometres away. The beach is about 12 kilometres away from Pondicherry and lies on the right-hand side of East Coast Road. Auro Beach is one of the most popular beaches in Pondicherry that attracts a lot of tourists and locals alike. ",AUROVILLE,1,12,beach
144,"  Elliot's Beach, Chennai ",4.2,https://www.holidify.com/images/cmsuploads/square/attr_1545.jpg,6520.0,https://www.holidify.com/places/chennai/elliots-beach-sightseeing-1545.html," A beach showcasing beauty, calmness, serenity and everything that signifies nature at its best, the Elliot's beach cannot be forgotten by anyone who has visited it once. Elliot's Beach aka ""Besant Nagar Beach"" or ""Bessie"" is located in Besant Nagar, Chennai. It forms the end-point of the Marina Beach shore and is named after Edward Elliot (who was once the Chief Magistrate, Superintendent of Madras and Governor of Chennai during the British times). ",CHENNAI,1,12,beach
145,"  Murudeshwar Beach, Karnataka ",4.2,https://www.holidify.com/images/cmsuploads/square/attr_2924.jpg,6520.0,https://www.holidify.com/places/murudeshwar/murudeshwar-beach-sightseeing-2924.html," Sandwiched between the sea and a river, this beach is home to the giant Shiva statue. Although water sports are not available here, tourists indulge in swimming, and a calm walk on the beach. ",MURUDESHWAR,1,12,beach
146,"  Diveagar Beach, Maharashtra ",4.2,https://www.holidify.com/images/attr_square/4587.jpg,6520.0,https://www.holidify.com/places/diveagar/diveagar-beach-sightseeing-4587.html," Diveagar aka Dive Agar is located in, Raigad district of Maharashtra which is near about 170 kms South of Mumbai, is scarsely populated and pretty clean, tidy and peaceful. The area involves abeach, pisces, a temple and local businesses engaged in coconut and bettle nut tree farming. Other involvements comprise of some resort businesses such as restaurants, cottage rentals and Hotels, and six villages. ",DIVEAGAR,1,12,beach
147,"  Karwar beach, Karnataka ",4.1,https://www.holidify.com/images/cmsuploads/square/attr_2283.jpg,6520.0,https://www.holidify.com/places/karwar/karwar-beach-sightseeing-2283.html," Karwar is a city in Uttara Kannada district in the South Indian state of Karnataka and the administrative centre of Uttara Kannada district. Karwar lies on the west coast of Southern India at the mouth of the Kali river. Its geography creates a natural harbour with protection against monsoon weather. Being a port town, Karwar is a centre for agriculture, some manufacturing and tourism. ",KARWAR,1,12,beach
148,"  Velankanni Beach, Tamil nadu ",4.1,https://www.holidify.com/images/cmsuploads/square/attr_6141.jpg,6520.0,https://www.holidify.com/places/velankanni/velankanni-beach-sightseeing-6141.html, Vellankani Beach is one of the most pious and scenic beaches on the Eastern coast of the Indian subcontinent. It is the perfect buzz-filled holiday spot with the bustling crowds and swaying palm trees. The beach is one of the most popular destinations in the region. ,VELANKANNI,1,12,beach
149,"  Butterfly Beach, Goa ",3.9,https://www.holidify.com/images/cmsuploads/square/attr_1841.jpg,6520.0,https://www.holidify.com/places/goa/butterfly-beach-sightseeing-1841.html," Butterfly Beach seems like a fairy place. The beach of butterflies, which occupies a tiny semicircular bay on the high northern end of Palolem beach, is one of the most photogenic places in whole Arabian Sea coastline and a real natural wonder. ",GOA,1,12,beach
150,"  Kozhikode Beach, Kerala ",3.7,https://www.holidify.com/images/cmsuploads/square/attr_2455.jpg,6520.0,https://www.holidify.com/places/kozhikode/kozhikode-beach-sightseeing-2455.html," Famous for its sunsets, Kozhikode Beach commemorates the beauty of the colonial era with its lighthouse and two dilapidated piers which are more than 100 years old. ",KOZHIKODE,1,12,beach
151,"  Mahabalipuram Beach, Tamil Nadu ",3.7,https://www.holidify.com/images/attr_square/8031.jpg,6520.0,https://www.holidify.com/places/mahabalipuram/mahabalipuram-beach-sightseeing-8031.html," Sunny days, sandy beaches and a rich history almost sum up Mahabalipuram in its entirety. The beach is beautiful, white and clean, and can be enjoyed abundantly by tourists. ",MAHABALIPURAM,1,12,beach
152,"  Bekal Beach, Kerala ",3.6,https://www.holidify.com/images/cmsuploads/square/attr_1321.jpg,6520.0,https://www.holidify.com/places/bekal/bekal-beach-sightseeing-1321.html," Covering a huge area of 35 acres, Bekal Fort Beach is considered as one of the best maintained beaches in Kasargod. ",BEKAL,1,12,beach
153,"  Havelock Island, Andaman Nicobar",4.6,https://www.holidify.com/images/attr_square/1188.jpg,6520.0,https://www.holidify.com/places/andaman-nicobar-islands/havelock-island-sightseeing-1188.html, Havelock is one of the most popular islands among the 600 in the region and is most developed when it comes to tourism. It is a 2-4 hour ferry ride away from Port Blair. ,ANDAMAN-NICOBAR-ISLANDS,1,12,beach
154,  Roopkund Trek ,4.0,https://www.holidify.com/images/compressed/attractions/attr_8287.jpg,6520.0,https://www.holidify.com/places/chandigarh/roopkund-trek-sightseeing-8287.html," Perched at an elevation of 5,029 m above the sea level in the lap of Trishul Peak and Nanda Ghunti, the Roopkund trek in India is a place full of mystery. Also called as 'Mystery Lake', the place is synonymous to its name owing to the discovery of human skeletons and horses remains from Palaeolithic age at this very place.
Surrounded by the mesmerising scenic beauty of lush green mountains and rocky glaciers, the place presents a perfect package for trekking in India. The human and horse skeletons found around Roopkund are believed to be about 500-600 years old. The place remains frozen almost throughout the year but offers a great view of beauty.",UTTARAKHAND,5,6,treks
155,  Chadar Frozen River Trek ,4.0,https://holidify.com/images/attr_wiki/compressed/attr_wiki_3756.jpg,6520.0,https://www.holidify.com/places/ladakh/chadar-frozen-river-trek-sightseeing-8242.html," ""Chadar"" refers to the blanket or sheet as the Zanskar river transforms itself from a rapid river into a white blanket of ice during winter making it a magnificent trek in India to embark on.
The frozen spectacle awaits the trekker to the experience of glass ice ranging from a bluish tinge to golden yellow that is seen during the few hours that sunlight reaches directly into the gorge to the milky whitish on a moonlit night. Chadar Frozen River trek is said to be one of the best treks in India. This is one of the toughest treks in India and of course, the most adventurous as well.",LADAKH,1,2,treks
156,  Kheerganga Trek ,4.2,https://www.holidify.com/images/compressed/3024.jpg,6520.0,https://www.holidify.com/places/kasol/kheer-ganga-sightseeing-4940.html," Kheerganga is a must do when in Karol or Manali, India. Kasol, located in the state of Himachal Pradesh is the hippie paradise with the weed growing freely everywhere. Malana, the magical valley producing the best hash in the world is a half day trek from Kasol. Kheerganga is unlike any other trek in India partly due to its free-spirited ideals towards recreation. The base point of the trek is from Barshiani which is 20 km from Kasol and one can reach Barshiani via private cabs or via local buses.",KASOL,5,10,treks
157,  Kedarkantha Trek ,3.5,https://www.holidify.com/images/compressed/attractions/attr_8192.jpg,6520.0,https://www.holidify.com/places/dehradun/kedarkantha-trek-sightseeing-8192.html," Situated in the lap of mountains of the Tons River Valley, Kedarkantha is a stunning place offering an easy, classic trek in India. It is a lovely ridge peak accessible throughout the year with a plethora of rewarding adventures.",DEHRADUN,12,4,treks
158,  Har ki Dun ,3.5,https://www.holidify.com/images/cmsuploads/compressed/Har_ki_Dun_20180905110947.jpg,6520.0,https://www.holidify.com/places/dehradun/har-ki-dun-sightseeing-8186.html," Nestled away from the hustle bustle of the city, Har Ki dun is a beautiful cradle shaped valley with untouched panoramic beauty. Perched at an elevation of 3,566 meters above the sea level, this place is one of the remotest areas of Uttarakhand offering a plethora of treks in India.",DEHRADUN,9,12,treks
159,  Hampta Pass ,3.5,https://holidify.com/images/attr_wiki/compressed/attr_wiki_3779.jpg,6520.0,https://www.holidify.com/places/manali/hampta-pass-sightseeing-8183.html," Hampta Pass, situated in the Manali region of the Himachal Pradesh, serves as one of the most convenient and enjoyable treks in India. Laden with pristine form of nature, the trail comprises of dense pine forests, pristine glacial valleys, vast meadows and panoramic landscape.",MANALI,6,10,treks
160,  Triund ,3.8,https://www.holidify.com/images/compressed/1185.jpg,6520.0,https://www.holidify.com/places/mcleodganj/triund-sightseeing-2833.html," Far off from the hustle and bustle of cities, a trek to Triund offers you an escape into the majestic Himalayas. Situated a few kilometres from Dharamshala, it is a place perfect for trekking with amazing trails offering scenic views of the entire Kangra_valley. Triund is the perfect trek in India for beginners as the trek to Triund is short and simple. It can be done from either McLeodganj or Dharamkot, which is 2km ahead of McLeodganj. The first half of the trek is a gradually inclined walk with the last 2km from Snowline Caf which involves a vertical climb all the way till Triund. The evening sky from Triund is a sight in itself and is a good excuse for camping here at night.",MCLEODGANJ,5,10,treks
161,  Kanchenjungha National Park Trek ,4.0,https://www.holidify.com/images/cmsuploads/compressed/mountain_20180905104726.jpg,6520.0,https://www.holidify.com/places/west-sikkim/kanchenjungha-national-park-trek-sightseeing-8214.html," Once known as the Kanchenjunga National Park, today this place serves as a Biosphere reserve of India as well as a National Park. Nestled in the lap of the mighty Himalayan range, it is named after the third highest peak in the world and makes for an exciting yet relatively easy trek in India.",WEST-SIKKIM,4,5,treks
162,  Brahmatal Trek ,3.5,https://holidify.com/images/attr_wiki/compressed/attr_wiki_3241.jpg,6520.0,https://www.holidify.com/places/chamoli/brahmatal-trek-sightseeing-8208.html," A paradise for adventure lovers and nature buffs, the Brahmtal Trek in India is nothing short of fascinating and thrilling. Hidden away in the secluded region amidst the ridge, the lake provides an ideal destination for the intriguing trekkers. ",CHAMOLI,4,12,treks
163,  Sandakphu Trek ,3.8,https://www.holidify.com/images/compressed/attractions/attr_23.jpg,6520.0,https://www.holidify.com/places/darjeeling/sandakphu-sightseeing-1690.html," Sandakphu Peak (11,941 Feet) is the highest peak in West Bengal. The highest peak of Singalila Ridge in Darjeeling district, almost near the border of Nepal, it is located very close to Singalila National Park. Sandakphu trek in India will take you to the highest peak in West Bengal, giving you a spectacular view of four out of the five highest peaks in the world - The Kanchendzonga. ",DARJEELING,2,3,treks
164,  Chandratal Baralacha Trek  ,3.5,https://www.holidify.com/images/compressed/attractions/attr_8211.jpg,6520.0,https://www.holidify.com/places/manali/chandratal-baralacha-trek-sightseeing-8211.html," Chandratal Baralacha is a perfect trek destination steeped with all the right elements such as nature's beauty, enough challenges to be thrilling and tranquillity. Perched at an altitude of 4,300 meters, it is one of the high altitude lakes in the Himalayan region. Located on the Samudra Plateau of Spiti Valley, the most delightful sight of sunset gleaming upon the turquoise waters of the lake, pristine landscape, mountain passes, several gushing streams, verdant meadows, the gush of colourful orchards and exotic wildlife make this trip an unforgotten experience to cherish forever.",MANALI,6,10,treks
165,  Kashmir Great Lakes Trek ,3.5,https://www.holidify.com/images/compressed/attractions/attr_8191.jpg,6520.0,https://www.holidify.com/places/sonamarg/kashmir-great-lakes-trek-sightseeing-8191.html," Described as heaven on Earth, Kashmir offers some of the most exciting treks in India. This Great Lakes Trek is definitely one of them, though lesser known. Surrounded by sheer beauty, the trek begins at Sonamarg.",SONAMARG,7,8,treks
166,  Rupin Pass Trek ,3.5,https://www.holidify.com/images/compressed/attractions/attr_8202.jpg,6520.0,https://www.holidify.com/places/dehradun/rupin-pass-trek-sightseeing-8202.html," Perched at an altitude of 4600m, Rupin Pass is a place adorned with stunning beauty offering an adventurous thrill to its trekkers in India. Situated in the lap of a surreal Himalayan mountain range, the trek holds several surprises for you.",DEHRADUN,5,10,treks
167,  David Scott Trail ,3.2,https://www.holidify.com/images/compressed/2853.jpg,6520.0,https://www.holidify.com/places/shillong/david-scott-trail-sightseeing-3472.html," Most popular trekking routes of Meghalaya, this path was originally laid by David Scott, a British officer as early as in the 1800s. It is still used to commute between Assam and Bangladesh. A 16km stretch covers horse tracks, waterfalls and the beautiful terrain of the East Khasi Hills. This 4-hour trek is best enjoyed in a group. October and November are the best months for this North-East Indian trek.",SHILLONG,10,11,treks
168,  Mcleodganj Treks ,3.4,https://www.holidify.com/images/attr_square/2832.jpg,6520.0,https://www.holidify.com/places/mcleodganj/trekking-sightseeing-2832.html," A number of treks are available in and around Mcleodganj, ranging from simple to difficult terrains. There are also a number of institutes that provide training as well as tools and facilities for trekking.",MCLEODGANJ,10,2,treks
169,  Trekking in Great Himalayan National Park ,4.1,https://www.holidify.com/images/compressed/5328.jpg,6520.0,https://www.holidify.com/places/tirthan-valley/trekking-in-great-himalayan-national-park-sightseeing-6026.html," The Great Himalayan National Park is a blessing in disguise for nature lovers. From lush green forests to blooming flowers and meandering streams, this place also houses various well laid out trek paths.",TIRTHAN-VALLEY,4,2,treks
170,  Chandrashila ,3.1,https://holidify.com/images/attr_wiki/compressed/attr_wiki_3232.jpg,6520.0,https://www.holidify.com/places/chopta/chandrashila-sightseeing-4421.html," Another 1.5 km trek from Tungnath and you will reach a place called Chandrashila, an epitome of beauty and bounty of nature. The trek trail is not a proper path but enough marking to walk on.",CHOPTA,3,5,treks
171,  Dzongri Trek ,3.5,https://www.holidify.com/images/cmsuploads/compressed/15035221594_22184a9719_o_20180905113130.jpg,6520.0,https://www.holidify.com/places/west-sikkim/dzongri-trek-sightseeing-8212.html," Nestled at an altitude of 4,200 m, Dzongri Trek serves as one of the most popular high altitude trek destinations in Sikkim that can be completed in a short time. The trek offers some enchanting sights while hiking through the fascinating trail comprising of varied terrains, from patches of land streaked with green and gold and lush green meadows to dense forest and mighty peaks covered in snow.",WEST-SIKKIM,3,11,treks
172,  Trek to Suru Valley ,4.0,https://www.holidify.com/images/compressed/371.jpg,6520.0,https://www.holidify.com/places/dras/trek-to-suru-valley-sightseeing-4621.html," Dras is a famous trekking base for a three days trek starting from Minamarg in Zotila towards Amarnath. The trek passes through some enchanting spots with vibrant flowers strewed all over the landscape, beautiful villages and lustrous river streams.",KARGIL,7,9,treks
173,  Panch Kedar ,4.0,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_375337852_20170830115308.jpg,6520.0,https://www.holidify.com/pages/panch-kedar-210.html," Panch-Kedar refers to the five temples collectively which have been dedicated to Lord Shiva and are situated in the Garhwal region of Uttarakhand, India. These five temples include Kedarnath which lies at an altitude of 3583m, Tungnath which lies at a distance of 3680m, Rudranath which lies at an altitude of 2286m, Madhyamaheshwar which lies at a distance of 3490m and Kalpeshwar which lies at an elevation of 2200m.",,6,10,treks
174,  Bhabha Pass Trek ,3.5,https://www.hptourtravel.com/wp-content/uploads/2013/05/bhaba-valley-2.jpg,6520.0,https://www.holidify.com/places/kullu/bhabha-pass-trek-sightseeing-8237.html," Bhabha Pass trek combines the green of Kinnaur and the barren high altitude desert of the Spiti Valley. The trek starts from Kafnu situated in the Kinnaur Valley and passes through the lush green meadows and grazing fields on the banks of river Bhabha.",KULLU,6,8,treks
175,  Gaumukh Trek ,3.5,https://www.holidify.com/images/compressed/1163.jpg,6520.0,https://www.holidify.com/places/gaumukh/gaumukh-trek-sightseeing-4656.html," The Gaumukh trek is one of the most arduous treks in Northern India. However, as is said of most treks, the longer and tougher it is, the more rewarding is the destination, so is the case for this instance of adventure.
",GAUMUKH,6,10,treks
176,  Parashar Lake ,4.1,https://www.holidify.com/images/compressed/3243.jpg,6520.0,https://www.holidify.com/places/mandi/parashar-lake-sightseeing-5241.html," Prashar Lake lies 49 km north of Mandi, Himachal Pradesh, India, with a the pagoda-like temple dedicated to the sage Prashar. The lake is located at a height of 2730 m above sea level with deep blue waters and holds a saintly position there. It is surrounded by snow-topped peaks and looks down on the fast flowing river Beas. The temple was built in the thirteenth century and its construction comes under the light of a vague myth. The lake has a floating island in it and its actual depth is unclear.",MANDI,12,2,treks
177,  Gomukh Tapovan Trek ,3.5,https://www.holidify.com/images/compressed/attractions/attr_8249.jpg,6520.0,https://www.holidify.com/places/gangotri/gomukh-tapovan-trek-sightseeing-8249.html," (Gomukh) Gaumukh -Tapovan trek, one of the most gratifying treks in India, located in Uttaranchal will bring every fascinating trekking pleasure while passing through an orchard of coniferous pine trees at Chirbasa and birch at Bhojbasa. ",GANGOTRI,5,10,treks
178,  Pin Valley Park Trek ,3.5,https://holidify.com/images/attr_wiki/compressed/attr_wiki_3884.jpg,6520.0,https://www.holidify.com/places/spiti/pin-valley-park-trek-sightseeing-8217.html," Nestled amid the cold desert region of Lahaul and Spiti district, Pin Valley National Park is a paradise for nature lovers. Difficulty Level: DifficultDuration: 8 days
Best Time to Visit :  ",SPITI,1,12,treks
179,  Sharavathi Valley Trek ,4.0,https://www.holidify.com/images/cmsuploads/compressed/15690631409_28270cdf64_b_20181213144646.jpg,6520.0,," Nestled away among the central Western Ghats, the Sharavathi valley is a peaceful place for those looking to escape from their hectic lives. A two-day trek of roughly 20 kilometres will take you through beautiful waterfalls and streams. If you are an ardent admirer of flora and fauna, then the rich biodiversity of the region will surely enthral you. The Sharavathi backwaters are a major treat for your eyes once you reach and is a perfect camping spot for the night.",,11,5,treks
180,  Kudremukh Trek  ,4.0,https://www.holidify.com/images/bgImages/KUDREMUKH.jpg,6520.0,https://www.holidify.com/places/kudremukh/kudremukh-peak-trek-sightseeing-2479.html," With the promise of a picturesque view of a mountain in the shape of a horse face, Kudremukh is famous for its biodiversity and scenic beauty. On the trek to Kudremukh peak, there are serene forest trails, tall bamboo shrubs and over a dozen waterfalls to take quick stops at. The final stop is at the peak of Kudremukh from where you can gaze at the picturesque view of the surrounding valley and enjoy the chilly winds brush through your hair. The contrast of the steep drop on one side to the thick green cover on the other will surely amaze you.",KUDREMUKH,10,3,treks
181,  Kodachadri Trek ,3.7,https://www.holidify.com/images/cmsuploads/compressed/407100656_6d15db8380_b_20181213172959.jpg,6520.0,https://www.holidify.com/places/maravanthe/kodachadri-hills-sightseeing-5274.html," The trek to Kodachadri is arguably one of the most sought-after treks of South India. Popular hotspots along this trek are the temples of Adi Shankara and of Sri Mookambika which tourists visit all year round. These temples are blessed by the surroundings of mist and lush forests and pleasant weather. This trek is also unique as it can be undertaken through various paths of varying difficulty. Two of the most important trails are those of Karekatte and Marakuttaka. Karekatte offers a much simpler trek while Marakuttaka is for those who are looking for a challenge.",MARAVANTHE,10,2,treks
182,  Antargange Trek ,4.0,https://www.holidify.com/images/cmsuploads/compressed/27844950407_ebe7f04c95_b_20181213173132.jpg,6520.0,https://www.holidify.com/places/maravanthe/kodachadri-hills-sightseeing-5274.html," Situated at a distance of sixty kilometres from Bengaluru, the Antargange mountain is a famous trekking and pilgrimage spot. Caving is a popular activity here. Huge boulders and rocks stacked on top of each other and adjacently form a crisscross of mazes which make for some light cave exploration. The Shri Kashi Vishveshwara temple dedicated to Lord Shiva is situated here. Devotees flock to this temple to drink water from the famous pond inside which is believed to have healing properties. In the months of summer, trekking and camping in the night can be done here. This is one of the best treks in South India. ",MARAVANTHE,12,2,treks
183,  Dzukou Valley Trek ,4.2,https://www.holidify.com/images/attr_square/2406.jpg,6520.0,https://www.holidify.com/places/kohima/japfu-peak-sightseeing-2406.html," Dzukou Valley is a valley of flowers in the northeastern state of Nagaland. It is arguably one of the most beautiful and untouched locations in India offering spellbinding sights of green rolling hills and carpets of bright flowers. It is located at an altitude of 2452 metres above sea level behind the Japfu peak. The rare Dzukou lily is a much sought after treat by those who come here.",KOHIMA,6,9,treks
184,"  Corbett National Park, Uttarakhand ",3.7,https://www.holidify.com/images/tooltipImages/CORBETT-NATIONAL-PARK.jpg,9000.0,https://www.holidify.com/places/corbett-national-park/," Corbett National Park, set amidst the foothills of Himalayas, houses a variety of flora and fauna including rare ones such as tigers and is a treat for wildlife enthusiasts and photographers. ",CORBETT-NATIONAL-PARK,10,6,wildlife
